# commit tracker | repo https://github.com/UZDoom/UZDoom | commit URL = <repo>/commit/<sha> | status = pending|ported|adapted|skip | ours = OUR commit(s), '/' if pending/skip, 'zandronum-base' if base-inherited
sha	date	title	status	note	ours
de4097cc7bb7c84b7a1d241a9dab67eaa224fd94	2015-02-05T01:52:52Z	Added INVENTORY.TRANSFER	ported	ported: INVENTORY.TRANSFER (IF_TRANSFER) -- an inventory item carrying its own inventory hands that inventory to whoever picks it up. Settled form of a three-commit cluster: uzdoom@de4097cc7 added it in AActor::AddInventory with debug Printf("Crantech: ...") left in, uzdoom@1e0a1466a moved it to AInventory::CallTryPickup (still with the debug output), and uzdoom@291861bf5 stripped the output. Only the end state is here. ONE ADAPTATION: upstream numbered the flag 1<<24, which is Zandronum's IF_FORCERESPAWNINSURVIVAL here, so it takes the next free bit 1<<25 -- ItemFlags is never serialised, so no existing value moves and nothing on the wire changes. No extra netcode: the transfer recurses through CallTryPickup, the ordinary pickup path, which is already server-gated by its callers.	8525eefdb
1e0a1466a3d873a0eeee2644eedcb32a5ebc9e42	2015-02-05T07:13:54Z	Moved and rearranged transfer task	ported	ported: INVENTORY.TRANSFER (IF_TRANSFER) -- an inventory item carrying its own inventory hands that inventory to whoever picks it up. Settled form of a three-commit cluster: uzdoom@de4097cc7 added it in AActor::AddInventory with debug Printf("Crantech: ...") left in, uzdoom@1e0a1466a moved it to AInventory::CallTryPickup (still with the debug output), and uzdoom@291861bf5 stripped the output. Only the end state is here. ONE ADAPTATION: upstream numbered the flag 1<<24, which is Zandronum's IF_FORCERESPAWNINSURVIVAL here, so it takes the next free bit 1<<25 -- ItemFlags is never serialised, so no existing value moves and nothing on the wire changes. No extra netcode: the transfer recurses through CallTryPickup, the ordinary pickup path, which is already server-gated by its callers.	8525eefdb
cbb066f1fb80973ed190179374d9d5cd884cfe4c	2015-02-05T09:43:42Z	Keep gameticker running to let the thread sleep	skip	skip: keeps the game ticker running while the window is paused, via pauseext in NetUpdate/TryRunTics. pauseext does not exist anywhere in our tree -- it is upstream's windowed-pause mechanism, part of the P2P tic loop Zandronum replaced with its client/server model. Re-derive by grepping for pauseext.	/
5164b78c31a7fac96867456c5ff1581f75e8b720	2015-02-05T09:44:51Z	Camera paths would hold indeterminate of the level	ported	ported: APathFollower hold times are measured against level.time rather than gametic. gametic counts from engine start and never resets, so a camera path holding across a level change compared against a number that had run away -- HoldTime is serialised (a_movingcamera.cpp:202), which is how a stale value survived into the next level.	1a4749665
291861bf524d43c18f12a34462ed8c36a4486565	2015-02-05T10:53:34Z	Removed debug output	ported	ported: INVENTORY.TRANSFER (IF_TRANSFER) -- an inventory item carrying its own inventory hands that inventory to whoever picks it up. Settled form of a three-commit cluster: uzdoom@de4097cc7 added it in AActor::AddInventory with debug Printf("Crantech: ...") left in, uzdoom@1e0a1466a moved it to AInventory::CallTryPickup (still with the debug output), and uzdoom@291861bf5 stripped the output. Only the end state is here. ONE ADAPTATION: upstream numbered the flag 1<<24, which is Zandronum's IF_FORCERESPAWNINSURVIVAL here, so it takes the next free bit 1<<25 -- ItemFlags is never serialised, so no existing value moves and nothing on the wire changes. No extra netcode: the transfer recurses through CallTryPickup, the ordinary pickup path, which is already server-gated by its callers.	8525eefdb
cb4ef09b69eb99386b05a62407d88b5bc7e75d4c	2015-02-07T11:59:53Z	Merge branch 'mirrorfix' of https://github.com/MajorCooke/zdoom	skip	skip: merge commit -- no unique content, its changes live in the parents	/
5a52c4007de421f37af94941fdb7830f9e6d9801	2015-02-07T12:01:31Z	Merge branch 'faceaddons' of https://github.com/MajorCooke/zdoom	skip	skip: merge commit -- no unique content, its changes live in the parents	/
c54a4fe06ba0284f6ead52fa632986d4754a47dc	2015-02-07T12:02:19Z	Merge branch 'ext_skin_check' of https://github.com/alexey-lysiuk/gzdoom	skip	skip: merge commit -- no unique content, its changes live in the parents	/
6801d0faecdbc08950ed309ee91eca84c52af5f3	2015-02-07T12:03:33Z	Merge branch 'pause' of https://github.com/Edward850/zdoom	skip	skip: merge commit -- no unique content, its changes live in the parents	/
2d4299608c0eeb074008576ecd45ddc70c983ee8	2015-02-07T12:12:15Z	Merge branch 'Inventory.Transfer-flag' of https://github.com/Edward850/zdoom	skip	skip: merge commit -- no unique content, its changes live in the parents	/
e846d06a9ffb9149f520b7dd79c83d8134d04649	2015-02-07T13:29:31Z	Merge remote-tracking branch 'remotes/zdoom/master'	skip	skip: merge commit -- no unique content, its changes live in the parents	/
60b735dc6028b75fce7e66394b0415eff55de6c7	2015-02-07T14:03:16Z	Remove redundant code in polydoor swing code.	ported	ported: removed the redundant perpetual-polyobj early return from DPolyDoor::Tick PODOOR_SWING. A perpetual door (m_Dist == -1) can never reach the m_Dist <= 0 completion below it, so the return guarded nothing. Applied only to the swing branch upstream changed; the [WS]/[BB] SERVERCOMMANDS_SetPolyDoorSpeedRotation block just above it is untouched.	9a3b35b87
ec5817869592660af6837b9f4e20ed140972a2b2	2015-02-07T14:27:31Z	- replace all \0 characters in Dehacked patches with spaces.	ported	ported: already present. Both halves are here -- the NUL-to-space sweep over Dehacked patches (d_dehacked.cpp, guarding against broken WolfenDoom patches) and the (int)len cast in C_DoCommand's "Unknown command" Printf (c_dispatch.cpp:740). Verified by grepping each change in the file upstream put it in.	zandronum-base
322742d4b11b66670a5f2021ef647a7ec87fa4cd	2015-02-07T15:35:23Z	- Fixed various instances of unused variables, accessing arrays out of bounds, initialization of non-primitive members in constructor's body, dead code, passing parameters by value instead of reference, usage of uninitialized variables, as reported by cppcheck.	adapted	adapted: the "sanity crusade" hygiene pass over 28 files. MOST OF IT WAS REVERTED BY UPSTREAM ITSELF -- uzdoom@7789975b6 undid the info/tarray/decallib/d_net changes and uzdoom@fd7ed2bc2 undid am_map, c_cvars, compatibility.h, configfile, dobjtype and more -- so porting it whole would have meant landing work upstream deleted days later. Verified by checking the surviving state at fd7ed2bc2: the am_map out-of-bounds guard and the FName const& signatures are both GONE there. Took only the hunks that survive, four of which are real defects rather than hygiene: SkipChunk advanced the local pointer instead of the caller's stream (d_protocol.cpp), FileReader left FilePos uninitialised (files.cpp), SetCompatibilityParams indexed CompatParams before testing the bound (compatibility.cpp), and G_ProcessIFFDemo did not reject a demo with no header (g_game.cpp). The unused-variable removals in the same surviving set are cosmetic and were left alone to keep the diff to things that matter. b_bot/b_func slices are absent here (Cajun bots).	67f1dca73
c4f932022c58825fc7f2430397809454a12b56b8	2015-02-07T15:44:24Z	- added 'listsoundchannels' CCMD for debugging.	ported	ported: listsoundchannels CCMD, printing every non-evicted channel with its computed position via CalcPosVel and a total. s_sound.cpp, after cachesound as upstream placed it.	9a3b35b87
5d75df4869259a777e1423a1a5eb9ec0e798dee4	2015-02-07T15:44:38Z	Merge branch 'polydoor_swing_overshoot_fix' of https://github.com/edward-san/zdoom	skip	skip: merge commit -- no unique content, its changes live in the parents	/
4e2763e5fab5363616f0320377c69c235063e9eb	2015-02-07T15:45:44Z	Merge branch 'master' of https://github.com/ZzZombo/zdoom-modified	skip	skip: merge commit -- no unique content, its changes live in the parents	/
7789975b6c3622c484745e9f392223e48f921d6b	2015-02-07T16:02:46Z	- reverted a few of Zzombo's changes.	ported	ported: reverts part of the sanity crusade (uzdoom@322742d4b), and our tree already matches the post-revert state on every hunk because we never took the reverted versions. Verified each rather than assumed: FDynamicBuffer::SetData does NOT M_Free the caller's data here (the crusade had added that free, which is why it was reverted), FDecalLib::ParseSlider still performs its sc.MustGetFloat() so a DistX definition does not desync the scanner, and DamageTypeDefinition takes FName by value (info.h:220), not by const reference.	zandronum-base
b37a98689ae01a369353d4609cc95824341583f7	2015-02-07T16:04:33Z	- Added SXF_TRANSFERSPRITEFRAME. Now it's possible to make starting frames that start with "####" "#" 0 in Spawn. - Fixed a compile warning with FAF_NODISTFACTOR.	adapted	adapted: SIXF_TRANSFERSPRITEFRAME / SXF_TRANSFERSPRITEFRAME, letting a spawned actor inherit the caller's sprite and frame. One adaptation, plus one thing worth noting. The SIXF_ enum is respelled to upstream's hex form as the commit does, values unchanged. The FAF_NODISTFACTOR parenthesis fix in the same commit is moot here: we pulled uzdoom@c5161ee74/10fec95cd forward during the January seam, which delete that branch entirely. KNOWN GAP, recorded rather than papered over: the transferred sprite/frame is NOT broadcast. SpawnThing carries only position/class/netid, and the post-spawn broadcasts our A_SpawnItemEx does (SERVER_SetThingNonZeroAngleAndVelocity, SetThingTranslation) have no sprite/frame equivalent -- SetThingFrame sends a state (owner + offset), not a raw sprite/frame pair, so it cannot carry this. A client will draw the spawned actor with its own default sprite. Closing it needs a new command, which is its own job; see the SetThingSpriteOrientation precedent.	f982c0de4
7c567979d960eaf7dc5f2f2914effe3ddf82233b	2015-02-07T16:13:21Z	Merge branch 'transferspriteframe' of https://github.com/MajorCooke/zdoom	skip	skip: merge commit -- no unique content, its changes live in the parents	/
3a504da6756fcacb84937a293beff9105e9161bf	2015-02-07T18:04:43Z	- forgot to save this before committing.	ported	ported: finishes the uzdoom@322742d4b revert by putting DamageTypeDefinition::Apply back to taking FName by value. Our info.h:220 already reads `void Apply(FName const type)` -- we never took the const-reference form, so this is the state we are in.	zandronum-base
2c06987f674125d97de7f05a59e2ed9b14398d25	2015-02-08T06:35:45Z	- Fixed the sanity commit.	adapted	adapted: FDynamicBuffer::SetData reset the LOCAL parameter (`len = 0`) instead of the member when handed a NULL data pointer, so m_Len stayed stale and the buffer still looked like it held its old contents. That half is taken -- it is a real bug we inherited from the base, where upstream had it too. The SAME COMMIT also added M_Free(m_Data) in that branch, which is NOT taken: it leaves m_Data dangling while m_BufferLen keeps its old value, so the next call with a small len skips the realloc and memcpys into freed memory. Verified against upstream HEAD, which has only the m_Len reset -- they removed the free again. The info.h signature hunk is already satisfied (info.h:220 is `FName const type`).	8f0e5bfb2
0688247ee1a32689481b7b18cc516c482b6fe010	2015-02-08T08:06:53Z	Merge branch 'NewChaseDir-opt' of https://github.com/Edward850/zdoom	skip	skip: merge commit -- no unique content, its changes live in the parents	/
4959932df75e6e970f2bb905977f278b8028191a	2015-02-08T08:07:12Z	Merge branch 'changemap2-fix' of https://github.com/Edward850/zdoom	skip	skip: merge commit -- no unique content, its changes live in the parents	/
c4b742ebf0732928646363afd89655180c295c21	2015-02-08T09:03:49Z	- Part 2 of the sanity crusade.	adapted	adapted: "sanity crusade part 2", 18 files. Same treatment as part 1 (uzdoom@322742d4b): checked the state AFTER uzdoom@fd7ed2bc2's revert rather than porting the commit as written, since most of the crusade did not survive. Took the two p_mobj.cpp hunks that do: P_SpawnMissile now rejects a NULL source instead of dereferencing it (a DECORATE caller can reach it with none -- upstream tidies the guard to `source == NULL` in the revert, which is the form used), and secplane_t floorplane is no longer copied from floorsector when _3DFLOORS is on, where P_FindFloorPlane overwrote it immediately. NOT taken: the AIMREFLECT if/else collapse, already present here as a ternary from uzdoom@fdf2d6c49; and the unused-variable removals across nodebuild/p_setup/p_slopes/p_teleport/p_user, which are cosmetic. r_plane.cpp is the software renderer, absent here.	8d9324428
003817f415f414314ff0dc507658a07558a143ea	2015-02-08T09:08:02Z	Added customization of ammo display in alternative HUD	ported	ported: hud_showammo for the alternative HUD -- 0 lists only the ready weapon's ammo, 1 only ammo for weapons actually held, anything higher every type the slots could use (the previous unconditional behaviour, kept as the default so nothing changes for existing users). g_shared/shared_hud.cpp. The CVAR keeps upstream's name rather than taking a fua_ prefix, per the naming rule for ported code.	2f61cbab5
bd93ce63a9ea931c1adc1e903fe9623012210467	2015-02-08T09:08:52Z	Added menu option to customize ammo display in alternative HUD	ported	ported: AltHUDAmmo option value block and the "Show ammo for" entry in AltHUDOptions, exposing the hud_showammo CVAR from uzdoom@003817f41 in the menu. menudef.txt kept LF line endings; verified the lump parses by loading the engine against a freshly packed pk3.	f76634a7f
20036a907aa28786bfd597db3d0e994ac8c01dc3	2015-02-08T09:58:59Z	Merge remote-tracking branch 'remotes/zdoom/master'	skip	skip: merge commit -- no unique content, its changes live in the parents	/
0be3341031f959158771eea650dd75da9e11e712	2015-02-08T10:04:11Z	- Missed some unused variables.	skip	skip: removes one more "unused" local from FNodeBuilder in nodebuild.cpp, as part of the sanity crusade. uzdoom@2d7592c2c restores the nodebuilder files wholesale two commits later, so this removal does not survive; we never took it and are already at the restored state.	/
45117b2603d28b6dcdf6cfc7483bc2fdc91aa615	2015-02-08T10:47:49Z	Merge branch 'codesanity' of https://github.com/ZzZombo/zdoom	skip	skip: merge commit -- no unique content, its changes live in the parents	/
ae78aeaacb3adac5e40673c62298d3829fbaf164	2015-02-08T10:48:41Z	- if this buffer is freed, the pointer referring to it must also be deleted.	skip	skip: adds m_Data = NULL after the M_Free that uzdoom@2c06987f6 put in FDynamicBuffer::SetData, patching the dangling pointer that free created. We never took the free -- see the uzdoom@2c06987f6 row -- so there is no dangle to patch. uzdoom@e047902d5 then removes the free entirely, which is the state we are already in.	/
57ae77412de65b4cc5fcac1d344eb11f21ebf138	2015-02-08T10:52:08Z	Merge branch 'althud_ammo' of https://github.com/alexey-lysiuk/gzdoom	skip	skip: merge commit -- no unique content, its changes live in the parents	/
34c4041a440c85c50f34275a9ae1da81f0d1fcb7	2015-02-08T10:54:39Z	Merge branch 'master' of https://github.com/rheit/zdoom	skip	skip: merge commit -- no unique content, its changes live in the parents	/
c93f96c303fbe12a1e39dcf06158b0337b263b09	2015-02-08T14:54:55Z	Typo in SXF_TRANSFERSPRITEFRAME fixed.	ported	ported: upstream misspelled the constant as SIXF_TRANSFERSPRITEFRAME in constants.txt (the SIXF_ prefix is the internal C++ enum; the lump uses SXF_) and fixed it here. We wrote SXF_TRANSFERSPRITEFRAME directly when porting uzdoom@b37a98689, so the typo never existed here -- constants.txt:74.	zandronum-base
e047902d56a5d1d94f904ab8f6fcd31d78775614	2015-02-08T16:58:24Z	- resanitation of FDynamicBuffer::SetData.	ported	ported: removes the M_Free/m_Data = NULL pair from FDynamicBuffer::SetData, leaving only the m_Len reset. That is exactly the form we landed at uzdoom@2c06987f6, having declined the free on the grounds that it dangles m_Data while m_BufferLen stays stale. Upstream HEAD agrees. Our code already matches.	zandronum-base
8ac34efc4e3a6d6251a33d7e5b1a4821880f5744	2015-02-08T16:59:01Z	Merge branch 'master' of https://github.com/rheit/zdoom	skip	skip: merge commit -- no unique content, its changes live in the parents	/
1a6bbcc206e2c532d81d72c5ae32b49e55fd3182	2015-02-08T17:54:58Z	Merge branch 'tinyfix' of https://github.com/MajorCooke/zdoom	skip	skip: merge commit -- no unique content, its changes live in the parents	/
2d7592c2c34d5097302846098707b0f8c0418c8e	2015-02-09T01:49:08Z	Restore nodebuilder files to their previous versions	ported	ported: restores the nodebuilder files to their pre-crusade state. Our tree never took the crusade's nodebuilder removals, so it already matches. Verified each of the three restored variables individually rather than by title: SplitSeg's dx/dy (nodebuild.cpp), ptect around the mprotect call (nodebuild.cpp), and bestj in CloseSubsector -- which lives in nodebuild_extract.cpp:320 here, not nodebuild_gl.cpp where upstream had it.	zandronum-base
fd7ed2bc25a732ca11c786be516a68242480309f	2015-02-09T02:44:18Z	Undo most of ZzZombo's changes	ported	ported: "Undo most of ZzZombo's changes" -- the large revert of the sanity crusade across 21 files. Our tree already matched on every hunk checked, because we took only the crusade's surviving fixes rather than the commit as written: the AIMREFLECT/MIRRORREFLECT tests are already parenthesised, floorplane spacing is clean, ACSStringPool::ReadStrings already guards its delete[], FListMenuItem assigns mAction in the body, and canraiseall already uses the non-short-circuiting | so P_Thing_CanRaise runs for every actor. IT ALSO CAUGHT AN UNDER-PORT: uzdoom@c4b742ebf added NULL source guards to SIX P_SpawnMissile* functions and only P_SpawnMissile had been taken; the other five (Z, XYZ, Angle, ZAimed, AngleSpeed) are added here in the settled `if (source == NULL)` form this commit normalises them to.	3cf7d2b92
711ac7791594eca2b0d4699ce5567ebdc8beb487	2015-02-09T02:51:14Z	defitem != NULL -> defitem == NULL	ported	ported: FilterCoopRespawnInventory tested `defitem != NULL` when destroying armour under DF_COOP_LOSE_ARMOR. Worse than the title suggests -- with the sense inverted the else branch went on to read static_cast<ABasicArmor*>(defitem)->SavePercent exactly when defitem was NULL, so a coop respawn into a class with no default armour dereferenced null. p_user.cpp:1401.	f11329888
c3227729e7fbc6e653cd91498ffeb6322fbe4861	2015-02-09T02:54:13Z	Remove superfluous if in DoGiveInv()	ported	ported: DoGiveInv had an if/else where both branches performed the same SaveAmount multiply. p_acs.cpp.	f11329888
a063b48d7a18d6c77d35faa1c9f568e55a6bb81b	2015-02-09T02:56:30Z	Add a needed break in FxAbs::Resolve()	ported	ported: already present. The break after fabs() in FxAbs::Resolve is at thingdef_expression.cpp:1612, so the float case does not fall into the default. Verified in the file rather than by title.	zandronum-base
79791629eca67e386b3e49258c1bfd1a91b526f5	2015-02-09T03:01:49Z	Add missing break to FxGlobalVariable::Resolve()	ported	ported: missing break in FxGlobalVariable::Resolve -- the float/fixed/angle case fell through into the object/class cases and overwrote ValueType. thingdef_expression.cpp.	f11329888
867bfd27513960a23130ce3e6da7d459e5b58208	2015-02-09T03:07:28Z	Typo fix: concidered -> considered	ported	ported: "concidered" -> "considered" in the ACS string-pool garbage-collection comment, both occurrences. p_acs.cpp.	38361afe5
6423b2fece0e76b7a97c2613430684e0586f0dc9	2015-02-09T09:15:11Z	- fixed: Dehacked text patching needs to alter all occurences of the source string.	ported	ported: Dehacked text replacement now alters EVERY occurrence of the source string rather than the first. The search repeats until no match remains and each matched entry is poisoned in EnglishStrings ("~~") so neither the next iteration nor a later replacement can find it again. Also no longer gated behind !good, since a string can appear both in the tables searched earlier and in the general text list. d_dehacked.cpp.	38361afe5
3d7934f1a10957a21b0d3d859c0280446e17fe0a	2015-02-09T20:16:57Z	- Fixed: Part of Net_CheckLastReceived treated Net_Arbitrator as a node number rather than a player number.	ported	ported: Net_CheckLastRecieved indexed nettics[] and remoteresend[] -- NODE arrays -- with Net_Arbitrator, a PLAYER number, and mirrored the mistake looking up players[playerfornode[...]]; both now map through nodeforplayer[]. The rename to Net_CheckLastReceived is taken too, across d_net.cpp and d_net.h: it is not netcode behaviour, so we follow upstream.	38361afe5
8a9692c29f0d5706c1ffd41886fd94f5d20d28b0	2015-02-10T19:16:25Z	- fixed: The code which decided whether to clamp two sided middle textures used the texture size instead of the render size for the specific linedef, meaning that any per-sidedef scaling was ignored.	ported	66abdae	66abdae
e49572b7133659cb0d5276c19b5b67a19daf7c41	2015-02-10T19:25:55Z	Merge branch 'master' of https://github.com/rheit/zdoom	skip	skip: merge commit -- no unique content, its changes live in the parents	/
962fc64d2b144115a38f60d1bdc32a8dfa58c366	2015-02-10T19:27:09Z	- updated video menu in menudef.z.	adapted	adapted: adds the "Number of decals" (cl_maxdecals) and "Earthquake shake intensity" (r_quakeintensity) sliders to VideoOptions. Only the decals slider was needed -- r_quakeintensity is already in our menudef at line 947, having arrived with an earlier backport. Both CVARs exist here (a_decals.cpp:574, r_utility.cpp). menudef.txt kept LF endings; lump verified by loading against a freshly packed pk3. | no-file-overlap: upstream ships this lump as wadsrc/static/menudef.z; ours is menudef.txt, so there is no shared basename to match. Same lump, different name.	f72dabf4e
00639121c075066dc7626b282ccc5a0ff6faea35	2015-02-10T19:34:10Z	- added the missed parts of camera roll in gl_scene.cpp.	ported	66abdae	66abdae
a3bdbff0527a6a79b514e9c2361181dcc4f05a86	2015-02-10T20:30:52Z	- fixed: 3Dmidtex opening checks didn't take per-sidedef scaling into account.	ported	ported: P_GetMidTexturePosition folded the sidedef's own Y scale into the 3D-midtex opening, which previously used the texture scale alone -- a scaled sidedef got the wrong height and the wrong offset divisor. Comes with the GetScaledHeight(fixed_t scale) overload the fix needs (textures/textures.h), our copy taking the (int) cast the surrounding code uses.	a93da3c60
a5a53c51e6d98b42bda870317b22db5b6c4f311c	2015-02-10T20:52:19Z	- fixed: The flat drawing code assumed that the first element of the light list originated from the sector itself. This had been true formerly but in some situations it no longer is.	ported	66abdae	66abdae
523f66fadb354b8646cadadb68dd6ca1b41af612	2015-02-10T20:52:42Z	Merge branch 'master' of https://github.com/rheit/zdoom	skip	skip: merge commit -- no unique content, its changes live in the parents	/
5fc6ff1303c144c1199eb622f157160672723a12	2015-02-10T22:01:58Z	- fixed: invisible 3D floors were treated as solid, not translucent when building the sorted lists, resulting in the top plane not being rendered in case of an overlap.	ported	ported: a 3D floor with neither FF_ALLSIDES nor FF_BOTHPLANES draws nothing, but P_Recalculate3DFloors counted it as solid when building the sorted lists, so it clipped the top plane of anything overlapping it. Now treated as non-solid alongside swimmable and translucent floors.	a93da3c60
a3c2e7622333fa54f8b03d26f3b9aa3bd7ba143c	2015-02-10T22:02:27Z	Merge branch 'master' of https://github.com/rheit/zdoom	skip	skip: merge commit -- no unique content, its changes live in the parents	/
c6cb8493eab6d288619d56b840d51e2bf294fa8b	2015-02-10T22:07:14Z	- missed a menu option.	ported	ported: adds the "Rendering Interpolation" (cl_capfps) option to VideoOptions, using the existing OffOn option-value block. cl_capfps is a real CVAR here (d_net.cpp). | no-file-overlap: upstream ships this lump as wadsrc/static/menudef.z; ours is menudef.txt, so there is no shared basename to match. Same lump, different name.	f72dabf4e
c0eb39ec728dbae4b495f26e87777c6d30af8596	2015-02-10T22:09:57Z	- fixed: The exploding ArtiTimeBomb must disable movement interpolation for its position change needed to display the explosion frames correctly.	ported	ported: A_TimeBomb raises the actor 32 units to place the explosion, and without resetting PrevZ the renderer tweens that jump, smearing the explosion frames up from the old position. PrevZ now follows z.	a93da3c60
337682934cb1017b26059abdd53ba6f132626fdd	2015-02-10T22:40:53Z	- fixed: CF_FLY cannot be part of the player_t structure and be tracked properly. It needs to be part of the actor itself that has MF2_FLY set so it got moved to flags7. - removed some fudging code that tried to work around the shortcomings of CF_FLY but was ultimately causing more problems than it solved.	adapted	adapted: the fly state moves off player_t::cheats (CF_FLY) onto the actor as MF7_FLYCHEAT, because a player_t bit cannot be tracked through travel -- which is why the sync hack from uzdoom@aa338a4dc existed, and this commit deletes it. Three adaptations. (1) BIT COLLISION: upstream numbered MF7_FLYCHEAT 0x00020000, which is MF7_NODECAL here, so it takes the free 0x00080000; flags7 is wire-synced via SERVERCOMMANDS_SetThingFlags(FLAGSET_FLAGS7) but only an added bit is involved, so no existing value moves and the tripwires stay clean. (2) The commit as written tested `(flags7 ^= MF7_FLYCHEAT) != 0` in cht_DoCheat, which is true whenever ANY other flags7 bit is set; took the form upstream settled on, which tests the bit. (3) THREE ZANDRONUM CALL SITES upstream has no equivalent of still set CF_FLY, and nothing reads it any more -- spectators (p_interaction.cpp PLAYER_SetSpectator), savegame restore (p_saveg.cpp) and demo playback (cl_demo.cpp) would all have silently lost flight. All three now set MF7_FLYCHEAT. Our LS_SetPlayerProperty also has a third PROP_FLY site (the all-players loop) upstream lacks, which is handled too. Netcode note: the point of the move is that a player_t bit cannot survive travel, which is why the uzdoom@aa338a4dc sync hack existed. The added wire traffic is NOT a benefit -- flags7 broadcasts on change with no spectator exclusion (sv_commands.cpp:1878), so a spectator now emits a SetThingFlags update for a pawn no other client renders. Bounded (on change, not per tic) and not worth acting on, but it is a small cost rather than a gain.	0455e1978
714a9aa2c90e661775a29e9e242fff94d9c9b605	2015-02-11T08:56:58Z	Merge branch 'master' of https://github.com/rheit/zdoom	skip	skip: merge commit -- no unique content, its changes live in the parents	/
7db035abba4909703a89fa3082d7cd16e94ad0fe	2015-02-12T15:27:28Z	- undid NOGRAVITY for all floatbobbing items.	adapted	adapted: the floatbob/NOGRAVITY cluster, taken as one settled change across three commits. uzdoom@7db035abb strips +NOGRAVITY from floatbobbing items (30 removals across 18 lumps -- our first pass removed 31 because ArtiBoostMana in mana.txt has the pair too and upstream deliberately KEPT it there; restored, so the count matches exactly). uzdoom@c2e155bb9 drops the Hexen MAP04 setthingz block from compatibility.txt, which those flags existed to work around. uzdoom@93c12cf25 is the real fix: a new BCOMPATF_FLOATBOB, set automatically for maps with an original Hexen MAPINFO (LEVEL2_HEXENHACK), which holds a map-placed floatbob item at its authored height via special1 rather than letting it settle. ONE ADAPTATION: special1 is a plain int while mthing->z is our strong fixed_t, so the store and the read go through .Raw()/fixed_t::FromRaw() where upstream converted implicitly. BCOMPATF_FLOATBOB takes 1<<7, the next free bit here. Netcode: item positions are spawned server-side and broadcast, and ib_compatflags is derived from the map on both ends, so no gate is needed.	b32619487
c2e155bb9f044f81942820f0e9d055ea3e983452	2015-02-12T15:29:08Z	- with floatbobbing items no longer having no gravity, we don't need the corresponding compatibility setting anymore.	adapted	adapted: the floatbob/NOGRAVITY cluster, taken as one settled change across three commits. uzdoom@7db035abb strips +NOGRAVITY from floatbobbing items (30 removals across 18 lumps -- our first pass removed 31 because ArtiBoostMana in mana.txt has the pair too and upstream deliberately KEPT it there; restored, so the count matches exactly). uzdoom@c2e155bb9 drops the Hexen MAP04 setthingz block from compatibility.txt, which those flags existed to work around. uzdoom@93c12cf25 is the real fix: a new BCOMPATF_FLOATBOB, set automatically for maps with an original Hexen MAPINFO (LEVEL2_HEXENHACK), which holds a map-placed floatbob item at its authored height via special1 rather than letting it settle. ONE ADAPTATION: special1 is a plain int while mthing->z is our strong fixed_t, so the store and the read go through .Raw()/fixed_t::FromRaw() where upstream converted implicitly. BCOMPATF_FLOATBOB takes 1<<7, the next free bit here. Netcode: item positions are spawned server-side and broadcast, and ib_compatflags is derived from the map on both ends, so no gate is needed.	b32619487
93c12cf2595ac473061f83486139907d7c2c7bb0	2015-02-12T17:57:06Z	- addressed the problem that prompted setting NOGRAVITY for all floatbobbing items for real:	adapted	adapted: the floatbob/NOGRAVITY cluster, taken as one settled change across three commits. uzdoom@7db035abb strips +NOGRAVITY from floatbobbing items (30 removals across 18 lumps -- our first pass removed 31 because ArtiBoostMana in mana.txt has the pair too and upstream deliberately KEPT it there; restored, so the count matches exactly). uzdoom@c2e155bb9 drops the Hexen MAP04 setthingz block from compatibility.txt, which those flags existed to work around. uzdoom@93c12cf25 is the real fix: a new BCOMPATF_FLOATBOB, set automatically for maps with an original Hexen MAPINFO (LEVEL2_HEXENHACK), which holds a map-placed floatbob item at its authored height via special1 rather than letting it settle. ONE ADAPTATION: special1 is a plain int while mthing->z is our strong fixed_t, so the store and the read go through .Raw()/fixed_t::FromRaw() where upstream converted implicitly. BCOMPATF_FLOATBOB takes 1<<7, the next free bit here. Netcode: item positions are spawned server-side and broadcast, and ib_compatflags is derived from the map on both ends, so no gate is needed.	b32619487
d8d2058ec6b37299ad96b8b1f55fecda57fcd9b2	2015-02-12T18:12:13Z	Merge branch 'NetBug' of https://github.com/ChillyDoom/zdoom	skip	skip: merge commit -- no unique content, its changes live in the parents	/
fa2e2a852891e2f8743582414e6027153bbcc2ed	2015-02-13T15:01:54Z	Update nukedopl3.cpp	ported	ported: nukedopl3 waveform sign handling -- envelope_calcsin0/4/6/7 tested extra low phase bits and decremented phase before flipping the sign, where the flip depends only on which half of the wave the phase falls in. Four hunks, not the one a careless read of the diff header suggests.	4cba8942e
